City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,donggongon,5.907,116.1015,27.96,74,20,1.54,MY,1682380658
354,bereket,39.2446,55.5154,24.83,21,57,9.11,TM,1682380658
355,egilsstadir,65.2653,-14.3948,-2.05,69,75,4.12,IS,1682380659
356,sale,34.0389,-6.8166,19.24,100,2,1.54,MA,1682380500
357,fort mcmurray,56.7268,-111.381,15.77,50,100,7.72,CA,1682380660
358,porto velho,-8.7619,-63.9039,25.03,94,75,0.51,BR,1682380658
359,ibiapina,-3.9233,-40.8894,18.37,90,99,0.13,BR,1682380661
360,isiro,2.7739,27.616,18.41,91,61,0.83,CD,1682380661
361,port lincoln,-34.7333,135.8667,20.46,52,76,3.74,AU,1682380662
362,uyuni,-20.4597,-66.825,7.34,22,0,5.26,BO,1682380662
363,diu,20.7141,70.9822,26.74,46,41,2.29,IN,1682380662
364,carbonear,47.7332,-53.2148,2.64,90,100,6.89,CA,1682380663
365,trincomalee,8.5711,81.2335,27.6,82,60,2.59,LK,1682380663
366,i-n-salah,27.1935,2.4607,25.75,12,0,6.4,DZ,1682380664
367,zyryanovsk,49.7386,84.2719,3.16,96,100,1.06,KZ,1682380665
368,surab,28.4914,66.2585,17.93,27,100,1.51,PK,1682380665
369,bonthe,7.5264,-12.505,27.53,85,66,3.06,SL,1682380666
370,bamboo flat,11.7,92.7167,27.97,78,58,1.9,IN,1682380666
371,greenville,35.6127,-77.3663,17.09,67,0,0.0,US,1682380550
372,merizo village,13.2658,144.6691,29.21,90,18,7.93,GU,1682380667
373,sault ste. marie,46.5168,-84.3333,3.16,89,100,5.66,CA,1682380049
374,zarah sharan,33.1467,68.7917,12.67,45,37,0.73,AF,1682380668
375,nogliki,51.8333,143.1667,3.09,67,77,5.89,RU,1682380669
376,changji,44.0167,87.3167,13.44,33,0,2.0,CN,1682380670
377,prince rupert,54.3161,-130.3201,7.05,76,100,9.77,CA,1682380372
378,rupert,42.6191,-113.6772,12.97,33,20,9.77,US,1682380671
379,andalgala,-27.5819,-66.3165,11.62,66,3,1.22,AR,1682380671
380,tutayev,57.8853,39.5406,9.39,65,41,2.49,RU,1682380672
381,boda,4.3189,17.4695,22.68,78,30,0.36,CF,1682380640
382,kapa'a,22.0752,-159.319,25.99,90,100,3.09,US,1682380673
383,ugoofaaru,5.6667,73.0,29.03,72,100,4.23,MV,1682380673
384,bel ombre,-4.6167,55.4167,28.65,74,86,3.24,SC,1682380674
385,kimbe,-5.5502,150.1429,30.51,66,100,0.48,PG,1682380674
386,nagqu,31.5,92.0,-3.16,29,100,3.48,CN,1682380675
387,cockburn town,21.4612,-71.1419,25.65,73,28,5.14,TC,1682380675
388,sao felix do xingu,-6.6447,-51.995,22.84,90,100,1.12,BR,1682380634
389,urangan,-25.3,152.9,23.38,59,95,10.2,AU,1682380676
390,fortuna,40.5982,-124.1573,14.4,74,89,3.13,US,1682380676
391,wynyard,-41.0,145.7167,18.32,69,55,2.39,AU,1682380650
392,taltal,-25.4,-70.4833,18.68,80,25,2.35,CL,1682380677
393,cuatro cienegas de carranza,26.9833,-102.0833,22.92,46,0,4.78,MX,1682380678
394,balad,34.0164,44.1453,18.42,71,20,4.82,IQ,1682380678
395,yarmouth,41.7057,-70.2286,10.34,90,100,2.57,US,1682380679
396,vokhtoga,58.8147,41.0461,9.38,67,6,2.32,RU,1682380679
397,sitka,57.0531,-135.33,3.94,81,100,7.2,US,1682380680
398,dean funes,-30.4204,-64.3498,12.9,95,100,1.07,AR,1682380680
399,nikolayevsk-on-amure,53.1406,140.73,3.96,51,55,5.07,RU,1682380681
400,ulsteinvik,62.3432,5.8487,3.28,78,100,4.92,NO,1682380681
401,port hedland,-20.3167,118.5667,26.03,83,98,1.54,AU,1682380682
402,bitkine,11.9801,18.2138,29.62,42,87,1.87,TD,1682380682
403,vila velha,-20.3297,-40.2925,23.97,88,0,3.09,BR,1682380433
404,dadhar,29.4753,67.6514,27.74,18,96,0.8,PK,1682380683
405,taro,-8.3862,115.28,23.0,82,60,0.48,ID,1682380684
406,luau,-10.7073,22.2247,17.89,94,63,1.46,AO,1682380685
407,port macquarie,-31.4333,152.9167,19.84,63,89,2.24,AU,1682380685
408,labrador city,52.9463,-66.9114,9.95,34,0,2.06,CA,1682380686
409,rovinj,45.08,13.64,9.6,83,60,3.67,HR,1682380686
410,az zulfi,26.2995,44.8154,22.48,49,77,3.68,SA,1682380687
411,neufchateau,48.35,5.7,7.3,71,55,2.74,FR,1682380687
412,sergeyevka,53.88,67.4158,9.21,60,75,3.55,KZ,1682380688
413,pundong,-7.9522,110.3486,25.81,85,99,2.84,ID,1682380689
414,al bawiti,28.3492,28.8659,19.67,42,38,4.97,EG,1682380689
415,nangen,35.41,127.3858,8.44,86,100,2.08,KR,1682380690
416,rongelap,11.1635,166.8941,26.99,83,92,8.85,MH,1682380690
417,smithfield,41.922,-71.5495,13.01,51,78,0.45,US,1682380690
418,taghazout,30.5426,-9.7112,18.43,65,34,2.87,MA,1682380691
419,laguna,38.421,-121.4238,28.2,29,0,4.12,US,1682380691
420,waingapu,-9.6567,120.2641,27.07,80,20,4.49,ID,1682380692
421,marsh harbour,26.5412,-77.0636,24.18,74,88,6.15,BS,1682380693
422,tshikapa,-6.4167,20.8,21.48,98,96,0.63,CD,1682380693
423,portland,45.5234,-122.6762,15.85,63,100,1.79,US,1682380128
424,callao,-12.0667,-77.15,25.16,69,0,7.2,PE,1682380642
425,mascote,-15.5631,-39.3025,20.61,99,79,1.15,BR,1682380695
426,qamdo,31.1667,97.2333,-2.5,28,85,0.69,CN,1682380696
427,nyurba,63.2842,118.3319,-4.35,91,100,3.1,RU,1682380697
428,sandnessjoen,66.0217,12.6316,0.36,69,78,0.89,NO,1682380697
429,camana,-16.6228,-72.7111,21.4,86,0,3.98,PE,1682380698
430,semirom,31.4167,51.5667,10.89,56,75,1.14,IR,1682380698
431,lata,40.1629,-8.3327,14.4,96,98,0.74,PT,1682380699
432,borongan,11.6333,125.4333,27.63,75,28,2.63,PH,1682380699
433,copainala,17.0833,-93.2,27.16,68,61,3.19,MX,1682380700
434,antalaha,-14.9003,50.2788,23.95,91,96,1.75,MG,1682380700
435,moree,-29.4667,149.85,21.63,44,0,4.79,AU,1682380701
436,am timan,11.0297,20.2827,26.79,55,65,1.99,TD,1682380701
437,yaroslavskiy,44.1683,132.2072,8.57,57,100,8.58,RU,1682380702
438,franklin,39.9667,-83.0166,8.35,49,40,5.66,US,1682380607
439,okhotsk,59.3833,143.3,0.66,77,100,2.85,RU,1682380703
440,hami,42.8,93.45,14.69,17,20,1.87,CN,1682380703
441,mahina,-17.5065,-149.489,30.87,66,40,1.03,PF,1682380704
442,bandon,51.7469,-8.7425,5.77,89,9,1.96,IE,1682380704
443,khanpur,28.6453,70.6567,27.1,17,80,3.7,PK,1682380170
444,port alfred,-33.5906,26.891,18.99,93,100,1.34,ZA,1682380706
445,marquette,46.5333,-87.6335,3.47,78,100,1.79,US,1682380706
446,judenburg,47.1667,14.6667,2.98,94,96,2.25,AT,1682380706
447,west bay,19.3667,-81.4167,29.04,79,20,3.6,KY,1682380707
448,kapuskasing,49.4169,-82.4331,0.05,74,75,4.63,CA,1682380502
449,liman,48.9884,37.8023,10.77,96,100,1.57,UA,1682380708
450,manta,-0.95,-80.7333,27.88,74,20,2.06,EC,1682380708
451,camocim,-2.9022,-40.8411,25.33,85,97,3.51,BR,1682380709
452,nadi,-17.8,177.4167,29.0,65,75,3.6,FJ,1682380701
453,at taj,24.2049,23.2857,25.75,21,14,8.4,LY,1682380710
454,murzuq,25.9155,13.9184,23.52,31,27,5.59,LY,1682380710
455,valky,49.8387,35.6207,10.81,71,100,2.38,UA,1682380711
456,chernyshevskiy,63.0128,112.4714,-6.11,91,89,1.04,RU,1682380711
457,nguigmi,14.2495,13.1092,28.44,37,100,3.93,NE,1682380712
458,al ghayzah,16.2079,52.176,27.47,74,26,3.32,YE,1682380712
459,santiago de cao,-7.9589,-79.2392,25.07,78,75,2.06,PE,1682380713
460,palopo,-2.9996,120.1921,25.34,85,100,0.8,ID,1682380713
461,hilo,19.7297,-155.09,28.86,67,0,6.69,US,1682380201
462,jumla,29.2747,82.1838,6.07,78,100,1.69,NP,1682380714
463,arawa,-6.2132,155.5367,30.8,62,86,1.63,PG,1682380715
464,puerto colombia,10.9878,-74.9547,29.05,74,41,4.97,CO,1682380715
465,garcia,25.8167,-100.5833,25.65,90,79,3.97,MX,1682380716
466,mountain home,43.133,-115.6912,12.46,37,75,10.29,US,1682380616
467,harar,9.3094,42.1258,15.35,83,32,1.07,ET,1682380718
468,pariyapuram,10.9561,76.1916,27.16,91,98,0.84,IN,1682380718
469,ponta pora,-22.5361,-55.7256,17.69,97,6,2.75,BR,1682380719
470,mahmudabad,27.3,81.1167,21.33,40,13,1.76,IN,1682380719
471,emerald,-23.5333,148.1667,22.41,63,0,7.38,AU,1682380720
472,bangassou,4.7413,22.8184,21.18,92,8,0.37,CF,1682380720
473,fisterra,42.9049,-9.2629,15.97,91,100,5.15,ES,1682380721
474,kihurio,-4.4667,38.0667,21.92,96,40,2.11,TZ,1682380721
475,yuzhno-kurilsk,44.0306,145.8556,6.95,48,15,6.81,RU,1682380722
476,kwale,5.7063,6.4374,25.88,89,55,1.47,NG,1682380722
477,urumqi,43.801,87.6005,11.53,33,0,2.0,CN,1682380723
478,gorontalo,0.5412,123.0595,27.73,83,27,1.25,ID,1682380620
479,fada,9.5667,8.3,22.85,60,98,0.88,NG,1682380724
480,nuuk,64.1835,-51.7216,4.93,80,100,1.79,GL,1682380724
481,selfoss,63.9331,-20.9971,1.14,51,100,3.24,IS,1682380164
482,xapuri,-10.6517,-68.5044,22.91,97,84,1.31,BR,1682380725
483,songea,-10.6833,35.65,16.79,97,2,1.19,TZ,1682380725
484,illizi,26.4833,8.4667,23.59,17,7,4.45,DZ,1682380726
485,ust'-ilimsk,58.0006,102.6619,1.5,71,100,1.53,RU,1682380726
486,montmagny,48.9734,2.3469,9.02,88,75,3.09,FR,1682380727
487,kaiyuan,23.6977,103.3037,20.78,67,16,2.26,CN,1682380727
488,kretinga,55.8758,21.2508,11.86,82,75,3.09,LT,1682380728
489,queenstown,-31.8976,26.8753,12.87,62,86,0.66,ZA,1682380729
490,malabar,-33.9667,151.25,22.24,72,20,4.12,AU,1682380729
491,ruidoso,33.3317,-105.673,17.54,31,75,8.23,US,1682380730
492,kawalu,-7.3817,108.2082,23.66,93,96,1.35,ID,1682380730
493,sao francisco de assis,-29.5503,-55.1311,21.07,55,53,2.09,BR,1682380731
494,esperantina,-3.9017,-42.2336,24.22,87,99,1.79,BR,1682380731
495,kristiansund,63.1115,7.732,2.03,93,100,4.63,NO,1682380732
496,santa elena de uairen,4.6167,-61.1333,21.42,83,71,0.55,VE,1682380732
497,banda aceh,5.5577,95.3222,26.61,82,100,2.87,ID,1682380733
498,tabou,4.423,-7.3528,27.09,86,100,2.66,CI,1682380733
499,zayed city,24.3768,54.589,28.89,44,0,1.54,AE,1682380734
500,acarau,-2.8856,-40.12,25.53,83,71,3.27,BR,1682380437
501,baloda,22.15,82.4833,25.18,44,21,1.99,IN,1682380735
502,marsa alam,25.0757,34.8918,25.0,45,62,5.95,EG,1682380735
503,rhinelander,45.6366,-89.4121,4.65,45,100,4.12,US,1682380736
504,sassandra,4.95,-6.0833,26.9,88,99,2.22,CI,1682380736
505,palmas,-10.2128,-48.3603,23.93,94,100,2.57,BR,1682380737
506,gizo,-8.103,156.8419,27.17,80,98,3.29,SB,1682380737
507,tupiza,-21.45,-65.7167,14.6,15,0,4.6,BO,1682380738
508,tangalle,6.024,80.7911,25.52,89,78,1.36,LK,1682380738
509,tinaan,11.2667,123.75,27.71,78,86,7.73,PH,1682380739
510,ladario,-19.0047,-57.6017,22.52,91,33,1.06,BR,1682380654
511,gotsucho,35.0,132.2167,8.98,71,100,3.3,JP,1682380740
512,pimentel,-6.8367,-79.9342,27.16,69,40,7.72,PE,1682380740
513,uzgen,40.7699,73.3007,13.16,44,43,2.56,KG,1682380741
514,orsk,51.2049,58.5668,6.5,70,0,2.0,RU,1682380741
515,port saint john's,-31.6229,29.5448,21.45,75,100,3.75,ZA,1682380742
516,novodvinsk,64.4165,40.8122,-0.14,93,100,2.3,RU,1682380742
517,kilosa,-6.8333,36.9833,21.51,97,96,1.17,TZ,1682380743
518,manokwari,-0.8667,134.0833,28.09,71,75,1.13,ID,1682380744
519,gavle,60.6745,17.1417,1.86,93,100,1.34,SE,1682380744
520,betio village,1.358,172.9211,31.02,79,100,5.48,KI,1682380745
521,sur,22.5667,59.5289,26.72,59,42,3.35,OM,1682380745
522,khovd,48.0056,91.6419,6.65,31,86,2.66,MN,1682380746
523,saint-francois,46.4154,3.9054,8.69,87,0,2.06,FR,1682380648
524,muravlenko,63.7898,74.523,-6.72,89,75,8.02,RU,1682380747
525,zharkent,44.1628,80.0,13.87,64,84,4.09,KZ,1682380747
526,zeya,53.75,127.2667,1.61,38,43,4.23,RU,1682380748
527,susuman,62.7833,148.1667,-2.86,79,90,2.7,RU,1682380748
528,n'dalatando,-9.2978,14.9116,19.95,97,54,1.1,AO,1682380749
529,sirte,31.2089,16.5887,16.53,78,20,2.2,LY,1682380750
530,suntar,62.1444,117.6319,-3.21,85,97,2.25,RU,1682380750
531,sinabang,2.4803,96.3801,27.01,80,100,2.06,ID,1682380751
532,ratoath,53.5081,-6.4625,4.13,90,75,2.06,IE,1682380751
533,santiago,-33.4569,-70.6483,20.3,54,0,4.12,CL,1682380348
534,shirgaon,19.7,72.7,26.59,73,99,1.01,IN,1682380752
535,atyashevo,54.5644,46.0691,9.84,65,63,1.9,RU,1682380753
536,beledweyne,4.7358,45.2036,26.89,75,86,5.01,SO,1682380753
537,villa del totoral,-30.8167,-63.7167,13.83,97,100,1.19,AR,1682380754
538,torghay,49.6339,63.4981,11.52,48,14,2.24,KZ,1682380754
539,inari,68.906,27.0288,-8.89,94,44,1.06,FI,1682380754
540,shelton,41.3165,-73.0932,13.39,57,75,2.06,US,1682380755
541,biltine,14.5333,20.9167,30.92,35,98,3.04,TD,1682380755
542,ixtapa,20.7,-105.2,26.24,79,100,2.24,MX,1682380459
